DTXSID,PREFERRED NAME,casrn,INCHIKEY,IUPAC NAME,smiles,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays,predictions_model2
DTXSID1020350,2-Methoxy-5-methylaniline,120-71-8,WXWCDTXEKCVRRO-UHFFFAOYSA-N,2-Methoxy-5-methylaniline,COC1=CC=C(C)C=C1N,"InChI=1S/C8H11NO/c1-6-3-4-8(10-2)7(9)5-6/h3-5H,9H2,1-2H3",C8H11NO,137.182,137.084064,141,18.0,141.0,1.0,1,24/874,3.0,874.0,Inactive
DTXSID6027503,Isophorone diamine,2855-13-2,RNLHGQLZWXBQNY-UHFFFAOYSA-N,"3-(Aminomethyl)-3,5,5-trimethylcyclohexan-1-amine",CC1(C)CC(N)CC(C)(CN)C1,"InChI=1S/C10H22N2/c1-9(2)4-8(12)5-10(3,6-9)7-11/h8H,4-7,11-12H2,1-3H3",C10H22N2,170.3,170.178299,137,19.0,78.0,117.0,2,12/400,3.0,400.0,Inactive
DTXSID9027738,(Methylcyclopentadienyl)tricarbonylmanganese,12108-13-3,YASXMYPVVIIRQH-UHFFFAOYSA-N,"Tricarbonyl(5-methylcyclopenta-1,3-dienato-kappaC~2~)manganese",CC1C=C[C-](=C1)[Mn+]([C-]#[O+])([C-]#[O+])[C-]#[O+],"InChI=1/C6H7.3CO.Mn/c1-6-4-2-3-5-6;3*1-2;/h2,4-6H,1H3;;;;/q-1;;;;+1",C9H7MnO3,218.09,217.977563,100,68.0,,2.0,1,15/466,3.0,466.0,Activator_strong
DTXSID5029186,"6-Methyl-1,3,5-triazine-2,4-diamine",542-02-9,NJYZCEFQAIUHSD-UHFFFAOYSA-N,"6-Methyl-1,3,5-triazine-2,4-diamine",CC1=NC(N)=NC(N)=N1,"InChI=1S/C4H7N5/c1-2-7-3(5)9-4(6)8-2/h1H3,(H4,5,6,7,8,9)",C4H7N5,125.135,125.070145,65,,106.0,,2,7/235,3.0,235.0,Activator_strong
DTXSID9021390,"1,2,3-Trichloropropane",96-18-4,CFXQEHVMCRXUSD-UHFFFAOYSA-N,"1,2,3-Trichloropropane",ClCC(Cl)CCl,"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2",C3H5Cl3,147.42,145.945683,196,50.0,108.0,15.0,2,25/852,3.0,852.0,Inactive
DTXSID5021380,"1,1,2-Trichloroethane",79-00-5,UBOXGVDOUJQMTN-UHFFFAOYSA-N,"1,1,2-Trichloroethane",ClCC(Cl)Cl,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",C2H3Cl3,133.4,131.930033,208,45.0,128.0,41.0,2,14/404,3.0,404.0,Inactive
DTXSID4026927,Dimethyl(tetradecyl)amine,112-75-4,SFBHPFQSSDCYSL-UHFFFAOYSA-N,"N,N-Dimethyltetradecan-1-amine",CCCCCCCCCCCCCCN(C)C,"InChI=1S/C16H35N/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17(2)3/h4-16H2,1-3H3",C16H35N,241.463,241.276950,83,,88.0,8.0,1,7/235,3.0,235.0,Inactive
DTXSID8026228,Triethyl phosphate,78-40-0,DQWPFSLDHJDLRL-UHFFFAOYSA-N,Triethyl phosphate,CCOP(=O)(OCC)OCC,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",C6H15O4P,182.156,182.070796,192,36.0,124.0,33.0,2,14/428,3.0,428.0,Inactive
DTXSID5021255,Albuterol,18559-94-9,NDAUXUAQIAJITI-UHFFFAOYSA-N,4-[2-(tert-Butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1,"InChI=1S/C13H21NO3/c1-13(2,3)14-7-12(17)9-4-5-11(16)10(6-9)8-15/h4-6,12,14-17H,7-8H2,1-3H3",C13H21NO3,239.315,239.152144,139,9126.0,243.0,5.0,2,6/235,3.0,235.0,Inactive
DTXSID7027540,N-Butylbenzenesulfonamide,3622-84-2,IPRJXAGUEGOFGG-UHFFFAOYSA-N,N-Butylbenzenesulfonamide,CCCCNS(=O)(=O)C1=CC=CC=C1,"InChI=1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3",C10H15NO2S,213.3,213.082350,137,18.0,138.0,,2,15/431,3.0,431.0,Inhibitor_very weak
DTXSID1021871,4-Chlorophenol,106-48-9,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,4-Chlorophenol,OC1=CC=C(Cl)C=C1,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",C6H5ClO,128.56,128.002893,173,440.0,226.0,11.0,2,12/434,3.0,434.0,Inactive
DTXSID8027585,4-(Diglycidylamino)phenyl glycidyl ether,5026-74-4,AHIPJALLQVEEQF-UHFFFAOYSA-N,"4-[(Oxiran-2-yl)methoxy]-N,N-bis[(oxiran-2-yl)methyl]aniline",C(OC1=CC=C(C=C1)N(CC1CO1)CC1CO1)C1CO1,"InChI=1/C15H19NO4/c1-3-12(17-9-15-10-20-15)4-2-11(1)16(5-13-7-18-13)6-14-8-19-14/h1-4,13-15H,5-10H2",C15H19NO4,277.32,277.131408,81,,76.0,71.0,2,127/413,31.0,413.0,Inhibitor_very weak
DTXSID3022536,4-Cumylphenol,599-64-4,QBDSZLJBMIMQRS-UHFFFAOYSA-N,4-(2-Phenylpropan-2-yl)phenol,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,"InChI=1S/C15H16O/c1-15(2,12-6-4-3-5-7-12)13-8-10-14(16)11-9-13/h3-11,16H,1-2H3",C15H16O,212.292,212.120115,148,,135.0,1.0,2,336/1053,32.0,1053.0,Inhibitor_weak
DTXSID3020207,Dinoseb,88-85-7,OWZPCEFYPSAJFR-UHFFFAOYSA-N,"2-(Butan-2-yl)-4,6-dinitrophenol",CCC(C)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C10H12N2O5/c1-3-6(2)8-4-7(11(14)15)5-9(10(8)13)12(16)17/h4-6,13H,3H2,1-2H3",C10H12N2O5,240.215,240.074621,209,83.0,82.0,12.0,1,291/879,33.0,879.0,Inhibitor_very weak
DTXSID5032498,Triclosan,3380-34-5,XEFQLINVKFYRCS-UHFFFAOYSA-N,"5-Chloro-2-(2,4-dichlorophenoxy)phenol",OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",C12H7Cl3O2,289.54,287.951163,246,2221.0,252.0,28.0,1,420/1250,34.0,1250.0,Inhibitor_weak
DTXSID4024276,Propargite,2312-35-8,ZYHMJXZULPZUED-UHFFFAOYSA-N,2-(4-tert-Butylphenoxy)cyclohexyl prop-2-yn-1-yl sulfite,CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,"InChI=1/C19H26O4S/c1-5-14-21-24(20)23-18-9-7-6-8-17(18)22-16-12-10-15(11-13-16)19(2,3)4/h1,10-13,17-18H,6-9,14H2,2-4H3",C19H26O4S,350.47,350.155180,173,33.0,126.0,,1,373/1096,34.0,1096.0,Inhibitor_very weak
DTXSID2037712,"4,4',4''-Ethane-1,1,1-triyltriphenol",27955-94-8,BRPSWMCDEYMRPE-UHFFFAOYSA-N,"4,4',4''-(Ethane-1,1,1-triyl)triphenol",CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"InChI=1S/C20H18O3/c1-20(14-2-8-17(21)9-3-14,15-4-10-18(22)11-5-15)16-6-12-19(23)13-7-16/h2-13,21-23H,1H3",C20H18O3,306.361,306.125594,85,,97.0,,2,327/923,35.0,923.0,Inhibitor_weak
DTXSID0022016,"1,4-Diazabicyclo[2.2.2]octane",280-57-9,IMNIMPAHZVJRPE-UHFFFAOYSA-N,"1,4-Diazabicyclo[2.2.2]octane",C1CN2CCN1CC2,InChI=1S/C6H12N2/c1-2-8-5-3-7(1)4-6-8/h1-6H2,C6H12N2,112.176,112.100048,132,164.0,188.0,28.0,2,16/403,4.0,403.0,Inactive
DTXSID8040222,Trifloxysulfuron-sodium,199119-58-9,UFEIWEXHHOXPGP-UHFFFAOYSA-M,"Sodium [(4,6-dimethoxypyrimidin-2-yl)carbamoyl][3-(2,2,2-trifluoroethoxy)pyridine-2-sulfonyl]azanide",[Na+].COC1=CC(OC)=NC(NC(=O)[N-]S(=O)(=O)C2=NC=CC=C2OCC(F)(F)F)=N1,"InChI=1S/C14H14F3N5O6S.Na/c1-26-9-6-10(27-2)20-12(19-9)21-13(23)22-29(24,25)11-8(4-3-5-18-11)28-7-14(15,16)17;/h3-6H,7H2,1-2H3,(H2,19,20,21,22,23);/q;+1/p-1",C14H13F3N5NaO6S,459.33,459.043633,72,,40.0,,1,39/921,4.0,921.0,Inactive
DTXSID5020732,Ibuprofen,15687-27-1,HEFNNWSXXWATRW-UHFFFAOYSA-N,2-[4-(2-Methylpropyl)phenyl]propanoic acid,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,"InChI=1/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",C13H18O2,206.285,206.130680,187,7403.0,317.0,,2,27/650,4.0,650.0,Inactive
DTXSID7024586,Benzothiazole,95-16-9,IOJUPLGTWVMSFF-UHFFFAOYSA-N,"1,3-Benzothiazole",S1C=NC2=CC=CC=C12,InChI=1S/C7H5NS/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,C7H5NS,135.18,135.014270,191,367.0,290.0,3.0,2,16/433,4.0,433.0,Inactive
DTXSID9020295,4-Chloroaniline,106-47-8,QSNSCYSYFYORTR-UHFFFAOYSA-N,4-Chloroaniline,NC1=CC=C(Cl)C=C1,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",C6H6ClN,127.57,127.018877,222,134.0,192.0,7.0,1,33/876,4.0,876.0,Inactive
DTXSID1020439,"2,4-Dichlorophenol",120-83-2,HFZWRUODUSTPEG-UHFFFAOYSA-N,"2,4-Dichlorophenol",OC1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",C6H4Cl2O,163.0,161.963920,220,429.0,163.0,19.0,2,36/880,4.0,880.0,Inactive
DTXSID6029202,"Dimethyl 2,6-naphthalenedicarboxylate",840-65-3,GYUVMLBYMPKZAZ-UHFFFAOYSA-N,"Dimethyl naphthalene-2,6-dicarboxylate",COC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(=O)OC,"InChI=1S/C14H12O4/c1-17-13(15)11-5-3-10-8-12(14(16)18-2)6-4-9(10)7-11/h3-8H,1-2H3",C14H12O4,244.246,244.073559,83,,78.0,,2,17/400,4.0,400.0,Inhibitor_weak
DTXSID4026975,2-Methyl-5-nitrobenzenesulfonic acid,121-03-9,ZDTXQHVBLWYPHS-UHFFFAOYSA-N,2-Methyl-5-nitrobenzene-1-sulfonic acid,CC1=CC=C(C=C1S(O)(=O)=O)[N+]([O-])=O,"InChI=1S/C7H7NO5S/c1-5-2-3-6(8(9)10)4-7(5)14(11,12)13/h2-4H,1H3,(H,11,12,13)",C7H7NO5S,217.2,217.004494,86,2.0,94.0,,2,14/400,4.0,400.0,Inactive
DTXSID6028028,Sodium 3-(allyloxy)-2-hydroxypropanesulphonate,52556-42-0,CJGJYOBXQLCLRG-UHFFFAOYSA-M,Sodium 2-hydroxy-3-[(prop-2-en-1-yl)oxy]propane-1-sulfonate,[Na+].OC(COCC=C)CS([O-])(=O)=O,"InChI=1S/C6H12O5S.Na/c1-2-3-11-4-6(7)5-12(8,9)10;/h2,6-7H,1,3-5H2,(H,8,9,10);/q;+1/p-1",C6H11NaO5S,218.2,218.022489,58,,45.0,,2,10/235,4.0,235.0,Inactive
DTXSID2033314,Chlorhexidine,55-56-1,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"N,N''''-Hexane-1,6-diylbis[N'-(4-chlorophenyl)triimidodicarbonic diamide]",ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,"InChI=1S/C22H30Cl2N10/c23-15-5-9-17(10-6-15)31-21(27)33-19(25)29-13-3-1-2-4-14-30-20(26)34-22(28)32-18-11-7-16(24)8-12-18/h5-12H,1-4,13-14H2,(H5,25,27,29,31,33)(H5,26,28,30,32,34)",C22H30Cl2N10,505.45,504.203196,135,8522.0,161.0,3.0,2,179/406,44.0,406.0,Inhibitor_very weak
DTXSID6020278,"1-Chloro-2,4-dinitrobenzene",97-00-7,VYZAHLCBVHPDDF-UHFFFAOYSA-N,"1-Chloro-2,4-dinitrobenzene",[O-][N+](=O)C1=CC(=C(Cl)C=C1)[N+]([O-])=O,InChI=1S/C6H3ClN2O4/c7-5-2-1-4(8(10)11)3-6(5)9(12)13/h1-3H,C6H3ClN2O4,202.55,201.978134,146,2287.0,144.0,2.0,2,201/442,45.0,442.0,Inhibitor_weak
DTXSID8044381,Bismaleimide,13676-54-5,XQUPVDVFXZDTLT-UHFFFAOYSA-N,"1,1'-[Methylenedi(4,1-phenylene)]di(1H-pyrrole-2,5-dione)",O=C1C=CC(=O)N1C1=CC=C(CC2=CC=C(C=C2)N2C(=O)C=CC2=O)C=C1,"InChI=1S/C21H14N2O4/c24-18-9-10-19(25)22(18)16-5-1-14(2-6-16)13-15-3-7-17(8-4-15)23-20(26)11-12-21(23)27/h1-12H,13H2",C21H14N2O4,358.353,358.095357,84,,92.0,5.0,2,282/629,45.0,629.0,Inactive
DTXSID8020541,"5,5-Diphenylhydantoin",57-41-0,CXOFVDLJLONNDW-UHFFFAOYSA-N,"5,5-Diphenylimidazolidine-2,4-dione",O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",C15H12N2O2,252.273,252.089878,177,13592.0,281.0,18.0,1,46/968,5.0,968.0,Inactive
DTXSID5022510,4-Chloro-2-methylphenol,1570-64-5,RHPUJHQBPORFGV-UHFFFAOYSA-N,4-Chloro-2-methylphenol,CC1=C(O)C=CC(Cl)=C1,"InChI=1S/C7H7ClO/c1-5-4-6(8)2-3-7(5)9/h2-4,9H,1H3",C7H7ClO,142.58,142.018542,139,18.0,158.0,,2,23/454,5.0,454.0,Inactive
DTXSID3026279,Indigo dye,482-89-3,COHYTHOBJLSHDF-UHFFFAOYSA-N,"2-(3-Oxo-1,3-dihydro-2H-indol-2-ylidene)-1,2-dihydro-3H-indol-3-one",O=C1C(NC2=C1C=CC=C2)=C1NC2=C(C=CC=C2)C1=O,"InChI=1S/C16H10N2O2/c19-15-9-5-1-3-7-11(9)17-13(15)14-16(20)10-6-2-4-8-12(10)18-14/h1-8,17-18H",C16H10N2O2,262.268,262.074228,113,836.0,158.0,7.0,1,11/235,5.0,235.0,Inactive
DTXSID0021961,Benzophenone,119-61-9,RWCCWEUUXYIKHB-UHFFFAOYSA-N,Diphenylmethanone,O=C(C1=CC=CC=C1)C1=CC=CC=C1,InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,C13H10O,182.222,182.073165,248,456.0,209.0,38.0,2,40/860,5.0,860.0,Inactive
DTXSID3024499,4-Aminophenol,123-30-8,PLIKAWJENQZMHA-UHFFFAOYSA-N,4-Aminophenol,NC1=CC=C(O)C=C1,"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2",C6H7NO,109.128,109.052764,176,304.0,200.0,18.0,2,129/235,55.0,235.0,Inhibitor_very weak
DTXSID1027479,2-(2H-Benzotriazol-2-yl)-4-methylphenol,2440-22-4,MCPKSFINULVDNX-UHFFFAOYSA-N,2-(2H-Benzotriazol-2-yl)-4-methylphenol,CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,"InChI=1S/C13H11N3O/c1-9-6-7-13(17)12(8-9)16-14-10-4-2-3-5-11(10)15-16/h2-8,17H,1H3",C13H11N3O,225.251,225.090212,143,18.0,139.0,31.0,2,42/652,6.0,652.0,Inhibitor_very weak
DTXSID4020248,Carbazole,86-74-8,UJOBWOGCFQCDNV-UHFFFAOYSA-N,9H-Carbazole,N1C2=CC=CC=C2C2=C1C=CC=C2,"InChI=1S/C12H9N/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8,13H",C12H9N,167.211,167.073499,162,412.0,195.0,2.0,1,39/632,6.0,632.0,Inhibitor_very weak
DTXSID0023878,Anthracene,120-12-7,MWPLVEDNUUSJAV-UHFFFAOYSA-N,Anthracene,C1=CC2=CC3=C(C=CC=C3)C=C2C=C1,InChI=1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,C14H10,178.234,178.078250,221,872.0,207.0,27.0,2,52/915,6.0,915.0,Inactive
DTXSID0024341,Toluene diisocyanate,26471-62-5,,,"C*.O=C=NC1=CC(=CC=C1)N=C=O |c:6,8,t:4,lp:2:2,4:1,11:1,13:2,m:1:9.8.6|",,C9H6N2O2,174.159,174.042927,116,848.0,,179.0,1,14/235,6.0,235.0,Inactive
DTXSID6044199,"2-Methyl-4,6-bis[(octylthio)methyl]phenol",110553-27-0,GAODDBNJCKQQDY-UHFFFAOYSA-N,"2-Methyl-4,6-bis[(octylsulfanyl)methyl]phenol",CCCCCCCCSCC1=CC(CSCCCCCCCC)=C(O)C(C)=C1,"InChI=1S/C25H44OS2/c1-4-6-8-10-12-14-16-27-20-23-18-22(3)25(26)24(19-23)21-28-17-15-13-11-9-7-5-2/h18-19,26H,4-17,20-21H2,1-3H3",C25H44OS2,424.75,424.283358,68,,54.0,1.0,2,18/278,6.0,278.0,Inactive
DTXSID0021965,"1,2,4-Trichlorobenzene",120-82-1,PBKONEOXTCPAFI-UHFFFAOYSA-N,"1,2,4-Trichlorobenzene",ClC1=CC(Cl)=C(Cl)C=C1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,C6H3Cl3,181.44,179.930033,210,100.0,160.0,48.0,1,49/878,6.0,878.0,Inactive
DTXSID7023227,Losartan,114798-26-4,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,"(2-Butyl-4-chloro-1-{[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl}-1H-imidazol-5-yl)methanol",CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,"InChI=1S/C22H23ClN6O/c1-2-3-8-20-24-21(23)19(14-30)29(20)13-15-9-11-16(12-10-15)17-6-4-5-7-18(17)22-25-27-28-26-22/h4-7,9-12,30H,2-3,8,13-14H2,1H3,(H,25,26,27,28)",C22H23ClN6O,422.92,422.162187,105,6173.0,204.0,,2,14/235,6.0,235.0,Inhibitor_very weak
DTXSID9020112,Atrazine,1912-24-9,MXWJVTOOROXGIU-UHFFFAOYSA-N,"6-Chloro-N~2~-ethyl-N~4~-(propan-2-yl)-1,3,5-triazine-2,4-diamine",CCNC1=NC(NC(C)C)=NC(Cl)=N1,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",C8H14ClN5,215.69,215.093773,295,14356.0,191.0,32.0,2,63/1053,6.0,1053.0,Inactive
DTXSID0021834,4-Nitrophenol,100-02-7,BTJIUGUIPKRLHP-UHFFFAOYSA-N,4-Nitrophenol,OC1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",C6H5NO3,139.11,139.026943,222,1147.0,278.0,49.0,2,51/890,6.0,890.0,Inactive
DTXSID5029265,"4'-Chloro-2',5'-dimethoxyacetoacetanilide",4433-79-8,MOUVJGIRLPZEES-UHFFFAOYSA-N,"N-(4-Chloro-2,5-dimethoxyphenyl)-3-oxobutanamide",COC1=CC(NC(=O)CC(C)=O)=C(OC)C=C1Cl,"InChI=1S/C12H14ClNO4/c1-7(15)4-12(16)14-9-6-10(17-2)8(13)5-11(9)18-3/h5-6H,4H2,1-3H3,(H,14,16)",C12H14ClNO4,271.7,271.061136,78,,92.0,1.0,2,26/401,6.0,401.0,Inactive
DTXSID3021196,"2,4-Bis(isopropylamino)-6-chloro-1,3,5-triazine",139-40-2,WJNRPILHGGKWCK-UHFFFAOYSA-N,"6-Chloro-N~2~,N~4~-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1,"InChI=1S/C9H16ClN5/c1-5(2)11-8-13-7(10)14-9(15-8)12-6(3)4/h5-6H,1-4H3,(H2,11,12,13,14,15)",C9H16ClN5,229.71,229.109423,175,39.0,129.0,3.0,1,58/949,6.0,949.0,Inactive
DTXSID1020306,Chloroform,67-66-3,HEDRZPFGACZZDS-UHFFFAOYSA-N,Trichloromethane,ClC(Cl)Cl,InChI=1S/CHCl3/c2-1(3)4/h1H,CHCl3,119.37,117.914383,257,6098.0,356.0,292.0,1,13/235,6.0,235.0,Inhibitor_very weak
DTXSID6027131,"1H-1,2,4-Triazole",288-88-0,NSPMIYGKQJPBQR-UHFFFAOYSA-N,"1H-1,2,4-Triazole",N1C=NC=N1,"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)",C2H3N3,69.067,69.032697,133,294.0,214.0,,1,59/849,7.0,849.0,Inactive
DTXSID7027041,"2,4,7,9-Tetramethyl-5-decyne-4,7-diol",126-86-3,LXOFYPKXCSULTL-UHFFFAOYSA-N,"2,4,7,9-Tetramethyldec-5-yne-4,7-diol",CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,"InChI=1S/C14H26O2/c1-11(2)9-13(5,15)7-8-14(6,16)10-12(3)4/h11-12,15-16H,9-10H2,1-6H3",C14H26O2,226.36,226.193280,128,4.0,100.0,57.0,1,59/890,7.0,890.0,Inhibitor_very weak
DTXSID6046555,Climbazole,38083-17-9,OWEGWHBOCFMBLP-UHFFFAOYSA-N,"1-(4-Chlorophenoxy)-1-(1H-imidazol-1-yl)-3,3-dimethylbutan-2-one",CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1,"InChI=1/C15H17ClN2O2/c1-15(2,3)13(19)14(18-9-8-17-10-18)20-12-6-4-11(16)5-7-12/h4-10,14H,1-3H3",C15H17ClN2O2,292.76,292.097855,95,21.0,131.0,12.0,2,17/235,7.0,235.0,Inhibitor_very weak
DTXSID1024621,Diethylene glycol dimethyl ether,111-96-6,SBZXBUIDTXKZTM-UHFFFAOYSA-N,1-Methoxy-2-(2-methoxyethoxy)ethane,COCCOCCOC,"InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3",C6H14O3,134.175,134.094294,150,38.0,229.0,50.0,2,63/850,7.0,850.0,Inactive
DTXSID8038857,2-Methyl-4'-(methylthio)-2-morpholinopropiophenone,71868-10-5,LWRBVKNFOYUCNP-UHFFFAOYSA-N,2-Methyl-1-[4-(methylsulfanyl)phenyl]-2-(morpholin-4-yl)propan-1-one,CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,"InChI=1S/C15H21NO2S/c1-15(2,16-8-10-18-11-9-16)14(17)12-4-6-13(19-3)7-5-12/h4-7H,8-11H2,1-3H3",C15H21NO2S,279.4,279.129300,86,3.0,98.0,1.0,2,16/238,7.0,238.0,Inhibitor_very weak
DTXSID3038808,"1,3,5,7-Tetramethyl-1,3,5,7-tetravinylcyclotetrasiloxane",2554-06-5,VMAWODUEPLAHOE-UHFFFAOYSA-N,"2,4,6,8-Tetraethenyl-2,4,6,8-tetramethyl-1,3,5,7,2,4,6,8-tetroxatetrasilocane",C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=C)C=C)C=C)C=C,"InChI=1S/C12H24O4Si4/c1-9-17(5)13-18(6,10-2)15-20(8,12-4)16-19(7,11-3)14-17/h9-12H,1-4H2,5-8H3",C12H24O4Si4,344.66,344.075165,91,4.0,108.0,,1,37/455,8.0,455.0,Inhibitor_very weak
DTXSID0038700,2-Methoxy-4-nitroaniline,97-52-9,GVBHRNIWBGTNQA-UHFFFAOYSA-N,2-Methoxy-4-nitroaniline,COC1=CC(=CC=C1N)[N+]([O-])=O,"InChI=1S/C7H8N2O3/c1-12-7-4-5(9(10)11)2-3-6(7)8/h2-4H,8H2,1H3",C7H8N2O3,168.152,168.053492,90,3.0,152.0,,2,38/455,8.0,455.0,Inhibitor_weak
DTXSID2023016,Ethisterone,434-03-7,CHNXZKVNWQUJIB-CEGNMAFCSA-N,17-Hydroxy-17alpha-pregn-4-en-20-yn-3-one,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"InChI=1S/C21H28O2/c1-4-21(23)12-9-18-16-6-5-14-13-15(22)7-10-19(14,2)17(16)8-11-20(18,21)3/h1,13,16-18,23H,5-12H2,2-3H3/t16-,17+,18+,19+,20+,21+/m1/s1",C21H28O2,312.453,312.208930,91,181.0,112.0,,1,34/404,8.0,404.0,Activator_strong
DTXSID8030760,Azithromycin,83905-01-5,MQTOSJVFKKJCRP-BICOPXKESA-N,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-2-Ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-heptamethyl-15-oxo-11-{[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl]oxy}-1-oxa-6-azacyclopentadecan-13-yl
 2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranoside",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,"InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3/t20-,21-,22+,23-,24-,25+,26+,27-,28+,29-,30+,31-,32+,33-,35+,36-,37-,38-/m1/s1",C38H72N2O12,748.996,748.508526,130,4138.0,173.0,,1,19/235,8.0,235.0,Inactive
DTXSID0021094,"4,4'-Oxydianiline",101-80-4,HLBLWEWZXPIGSM-UHFFFAOYSA-N,"4,4'-Oxydianiline",NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,"InChI=1S/C12H12N2O/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,13-14H2",C12H12N2O,200.241,200.094963,144,15.0,157.0,2.0,2,68/906,8.0,906.0,Inactive
